0,0,arise,arose,arisen,powstawać, pojawiać się
0,0,awake,awoke,awoken,budzić się
0,0,be,was,been,być
0,0,bear,bore,borne,nosić, rodzić
0,0,beat,beat,beaten,bić
0,0,become,became,become,zostawać
0,0,befall,befell,befallen,przytrafić się, spotykać
0,0,begin,began,begun,zaczynać, zacząć
0,0,behold,beheld,beheld,ujrzeć
0,0,bend,bent,bent,pochylić się
0,0,beset,beset,beset,dreczyć, prześladować
0,0,bet,bet,bet,zakładać się
0,0,bind,bound,bound,przywiązywać
0,0,bite,bit,bitten,gryźć, kąsać
0,0,bleed,bled,bled,krwawić
0,0,blow,blew,blown,dmuchać
0,0,break,broke,broken,tłuc, połamać
0,0,breed,bred,bred,hodować
0,0,bring,brought,brought,przynosić
0,0,build,built,built,budować
0,0,burn,burnt,burnt,palić, spalać się
0,0,burst,burst,burst,rozrywać
0,0,buy,bought,bought,kupować
0,0,can,could,been,able	móc
0,0,cast,cast,cast,rzucać
0,0,catch,caught,caught,łapać
0,0,choose,chose,chosen,wybierać
0,0,come,came,come,przychodzić
0,0,cost,cost,cost,kosztować
0,0,creep,crept,crept,skradać się
0,0,cut,cut,cut,kroić
0,0,dig,dug,dug,kopać
0,0,do,did,done,robić
0,0,draw,drew,drawn,rysować
0,0,dream,dreamt,dreamt,snić
0,0,drink,drank,drunk,pić
0,0,drive,drove,driven,jechać
0,0,dwell,dwelt,dwelt,mieszkać
0,0,eat,ate,eaten,jeść
0,0,fall,fell,fallen,upaść
0,0,feed,fed,fed,karmić
0,0,feel,felt,felt,czuć
0,0,flee,fled,fled,uciekać
0,0,fling,flung,flung,rzucać
0,0,fly,flies,flew,flown	lecieć
0,0,forbid,forbade,forbidden,zakazywać
0,0,forecast,forecast,forecast,przewidywać
0,0,forget,forgot,forgotten,zapominać
0,0,forgive,forgave,forgiven,wybaczać
0,0,forsake,forsook,forsaken,porzucać
0,0,freeze,froze,frozen,mrozić
0,0,get,got,got,dostać
0,0,give,gave,given,dawać
0,0,go,went,gone,iść
0,0,grind,ground,ground,kruszyć
0,0,hang,hung,hung,wisieć
0,0,hang,hanged,hanged,zawieszać
0,0,have,had,had,mieć
0,0,hear,heard,heard,słyszeć
0,0,hide,hid,hidden,skrywać
0,0,hit,hit,hit,uderzać
0,0,hold,held,held,trzymać
0,0,hurt,hurt,hurt,skrzywdzić, zranić, sprawiać
0,0,keep,kept,kept,trzymać, zachowywać
0,0,kneel,knelt,knelt,klękać
0,0,know,knew,known,wiedzieć, znać
0,0,lay,laid,laid,kłaść, położyć
0,0,lead,led,led,prowadzić
0,0,lean,leant,leant,skłonić się, opierać, przechylić
0,0,leave,left,left,wychodzić
0,0,lend,lent,lent,pożyczać (komuś)
0,0,let,let,let,pozwalać
0,0,lie,lay,lain,leżeć
0,0,lie,lied,lied,kłamać
0,0,light,lit,lighted,lit lighted	zapalać
0,0,lose,lost,lost,gubić
0,0,make,made,made,robić
0,0,may,might,-,móc
0,0,mean,meant,meant,oznaczać, mieć na myśli
0,0,meet,met,met,spotkać się
0,0,mistake,mistook,mistaken,pomylić
0,0,mow,mowed,mown,kosić
0,0,must,had,to,had to	musieć
0,0,pay,paid,paid,płacić
0,0,put,put,put,klaść, wsadzić
0,0,quit,quit,quit,zrezygnować
0,0,read,read,read,czytać
0,0,rid,rid,rid,uwalniać, oczyścić
0,0,ride,rode,ridden,jeździć konno
0,0,ring,rang,rung,dzwonić
0,0,rise,rose,risen,rosnąć
0,0,run,ran,run,biec
0,0,saw,sawed,sawn,piłować, rżnąć
0,0,say,said,said,mówić
0,0,see,saw,seen,widzieć
0,0,seek,sought,sought,szukać, aportować
0,0,sell,sold,sold,sprzedawać
0,0,send,sent,sent,wysyłać
0,0,set,set,set,przygotowywać, ustawić
0,0,sew,sewed,sewn,szyć
0,0,shake,shook,shaken,trząść, wstrząsnąć
0,0,shear,sheared,shorn,strzyc
0,0,shed,shed,shed,rozsiewać, laćrozlać
0,0,shine,shone,shone,świecić, zabłysnąć
0,0,shoot,shot,shot,wystrzelić, strzelać
0,0,show,showed,shown,pokazywać
0,0,shrink,shrank,shrunk,kurczyć się
0,0,shut,shut,shut,zamykać
0,0,sing,sang,sung,śpiewać
0,0,sit,sat,sat,siadać
0,0,sleep,slept,slept,spać
0,0,slide,slid,slid,pośliznąć się
0,0,sling,slung,slung,zawieszać, podwieszać
0,0,slit,slit,slit,rozciąć, poderżnąć
0,0,smell,smelt,smelt,pachnieć
0,0,sow,sowed,sown,sowed	siać, zasiać
0,0,speak,spoke,spoken,mówić
0,0,speed,sped,sped,pędzić, jeździć (z dużą prędkością)
0,0,spell,spelt,spelt,przeliterować
0,0,spend,spent,spent,wydawać (pieniądze), spędzać czas
0,0,spill,spilt,spilt,rozlewać
0,0,spin,spun,spun,snuć, wirować, obracać
0,0,spit,spat,spat,pluć, napluć
0,0,spoil,spoilt,spoilt,uszkadzać, psuć, zepsuć
0,0,spread,spread,spread,rozkladać, rozsmarować, rozszerzyć
0,0,spring,sprang,sprung,sprężynować
0,0,stand,stood,stood,stać
0,0,steal,stole,stolen,kraść
0,0,stick,stuck,stuck,przyklejać(się)
0,0,sting,stung,stung,kłuć
0,0,stink,stank,stunk,śmierdzieć
0,0,stride,strode,stridden,kroczyć
0,0,strike,struck,struck,strajkować, walić, uderzać
0,0,strive,strove,striven,dążyć do czegoś, usiłować, krzątać
0,0,swear,swore,sworn,kląć
0,0,sweep,swept,swept,zamiatać
0,0,swell,swelled,swollen,spuchnąć, obrzęknąć
0,0,swim,swam,swum,pływać
0,0,swing,swung,swung,huśtać się, machać czymś
0,0,take,took,taken,brać
0,0,teach,taught,taught,uczyć (kogoś)
0,0,tear,tore,torn,drzeć
0,0,tell,told,told,mówić, powiedzieć
0,0,think,thought,thought,myśleć
0,0,throw,threw,thrown,rzucać
0,0,thrust,thrust,thrust,pchać, atakować, napierać
0,0,tread,trod,trodden,stąpać, chodzić po czymś
0,0,wake,woke,woken,budzić się
0,0,wear,wore,worn,mieć na sobie, ubierać
0,0,weave,wove,woven,przemykać
0,0,weave,wove,woven,tkać, wplatać
0,0,weep,wept,wept,płakać
0,0,win,won,won,wygrać
0,0,wind,wound,wound,owijać, nawijać
0,0,wring,wrung,wrung,wyciskać, ściskać czyjeś ręce
0,0,write,wrote,written,pisać
